단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-08-01 03:04:00,40000,자양동,740,횡단보도,미견인
2022-08-01 03:12:00,40000,자양동,617-36,횡단보도,미견인
2022-08-01 03:14:00,32000,자양동,634-38,횡단보도,미견인
2022-08-01 07:02:00,40000,중곡동,중곡문화체육센터 앞,횡단보도,미견인
2022-08-01 07:28:00,32000,중곡동,공원약국 앞,주정차금지(황색실선)구역,미견인
2022-08-01 07:34:00,40000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-08-01 07:59:00,32000,구의동,리젠트오피스텔건너편,소화전,미견인
2022-08-01 08:22:00,40000,구의동,서울특별시 광진구 자양로44나길 39,교통소통장애,견인처리
2022-08-01 08:31:00,40000,중곡동,중곡문화체육센터 앞,주차금지(황색점선)구역,미견인
2022-08-01 08:44:00,32000,자양동,건대역약국 앞,주차금지(황색점선)구역,미견인
2022-08-01 09:00:00,32000,구의동,구의동 웰츠타워 앞,주차금지(황색점선)구역,미견인
2022-08-01 09:25:00,40000,중곡동,MB모터스 옆,교통소통장애,미견인
2022-08-01 09:35:00,32000,군자동,두산위브 앞,교통소통장애,미견인
2022-08-01 10:16:00,32000,구의동,서울 광진구 구의동 546-4,교통소통장애,미견인
2022-08-01 10:20:00,40000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
2022-08-01 11:06:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-08-01 11:18:00,32000,구의동,강변 스파랜드 앞,주정차금지(황색실선)구역,미견인
2022-08-01 11:43:00,40000,중곡동,MB모터스 옆,교통소통장애,미견인
2022-08-01 11:48:00,32000,군자동,광진광장,주정차금지(황색실선)구역,미견인
2022-08-01 11:50:00,40000,자양동,710-1,횡단보도,미견인
2022-08-01 12:15:00,32000,구의동,구의동 웰츠타워 앞,주차금지(황색점선)구역,미견인
2022-08-01 12:19:00,32000,구의동,국민은행 앞,주차금지(황색점선)구역,미견인
2022-08-01 12:20:00,32000,화양동,건대입구 3번 출구 앞,교통소통장애,미견인
2022-08-01 12:51:00,32000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2022-08-01 12:53:00,40000,광장동,모두투어앞,주차금지(황색점선)구역,미견인
2022-08-01 13:04:00,32000,중곡동,277-5,버스정류소,미견인
2022-08-01 13:07:00,32000,구의동,프라임아파트 정문(213동),교통소통장애,미견인
2022-08-01 13:11:00,32000,군자동,두산위브 앞,주정차금지(황색실선)구역,미견인
2022-08-01 13:15:00,40000,광장동,서울 광진구 광장동 314-3,교통소통장애,미견인
2022-08-01 13:18:00,40000,구의동,동서울터미널 주차장 앞,주차금지(황색점선)구역,미견인
2022-08-01 13:31:00,32000,구의동,서울 광진구 구의동 75-19,횡단보도,미견인
2022-08-01 13:33:00,32000,구의동,현대2단지아파트 앞,주정차금지(황색실선)구역,미견인
2022-08-01 13:45:00,32000,구의동,서울특별시 광진구 아차산로 431,교통소통장애,미견인
2022-08-01 13:46:00,32000,구의동,서울 광진구 구의동 244-1,교통소통장애,미견인
2022-08-01 14:06:00,120000,군자동,노인종합복지관 앞,교통소통장애,미견인
2022-08-01 14:17:00,130000,구의동,프라임아파트 정문(213동),주정차금지(황색실선)구역,미견인
2022-08-01 14:48:00,104000,군자동,노인종합복지관 앞,교통소통장애,미견인
2022-08-01 15:07:00,40000,광장동,광장 힐스테이 상가 건너편,주차금지(황색점선)구역,미견인
2022-08-01 15:14:00,32000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-08-01 15:17:00,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-08-01 15:39:00,40000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-08-01 15:41:00,32000,중곡동,우리은행 앞,교차로,미견인
2022-08-01 15:53:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-08-01 15:58:00,40000,중곡동,서울 광진구 중곡동 280-4,버스정류소,미견인
2022-08-01 16:06:00,32000,자양동,219-16,보도,미견인
2022-08-01 16:29:00,96000,구의동,구의동 금성빌라 앞,주차금지(황색점선)구역,미견인
2022-08-01 16:41:00,40000,자양동,서울특별시 광진구 자양번영로10길 3,보도,미견인
2022-08-01 16:42:00,32000,구의동,강변 스파랜드 앞,주차금지(황색점선)구역,미견인
2022-08-01 16:59:00,32000,중곡동,MB모터스 옆,교통소통장애,미견인
2022-08-01 17:24:00,40000,군자동,355-11,보도,미견인
2022-08-01 17:27:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-08-01 17:49:00,40000,광장동,535-3,버스정류소,미견인
2022-08-01 18:13:00,40000,자양동,853-3,교차로,미견인
2022-08-01 18:21:00,32000,자양동,712,버스정류소,미견인
2022-08-01 18:21:00,32000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2022-08-01 18:30:00,40000,중곡동,MB모터스 옆,교통소통장애,미견인
2022-08-01 18:31:00,32000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-08-01 19:06:00,32000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
2022-08-01 19:15:00,32000,구의동,구의동 웰츠타워 앞,주차금지(황색점선)구역,미견인
2022-08-01 19:35:00,32000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-08-01 19:42:00,32000,구의동,599-8,횡단보도,미견인
2022-08-01 20:23:00,40000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
