단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-05-01 01:11:00,40000,화양동,서울 광진구 화양동 48-9,교차로,미견인
2022-05-01 01:15:00,40000,중곡동,서울 광진구 중곡동 546,교통소통장애,미견인
2022-05-01 01:28:00,40000,중곡동,서울 광진구 중곡동 437-8,교통소통장애,미견인
2022-05-01 02:46:00,40000,중곡동,서울 광진구 중곡동 482-1,버스정류소,미견인
2022-05-01 03:01:00,40000,화양동,서울특별시 광진구 아차산로27길 9,주차금지(황색점선)구역,미견인
2022-05-01 03:02:00,40000,화양동,서울특별시 광진구 아차산로27길 11,주차금지(황색점선)구역,미견인
2022-05-01 07:29:00,40000,구의동,서울 광진구 구의동 218-25,도로 모퉁이,미견인
2022-05-01 07:36:00,40000,구의동,강변역 4번 출구,주차금지(황색점선)구역,미견인
2022-05-01 07:38:00,40000,구의동,서울특별시 광진구 광나루로36길 14,횡단보도,미견인
2022-05-01 07:39:00,40000,구의동,서울특별시 광진구 광나루로36길 14 도로모퉁이,횡단보도,미견인
2022-05-01 07:50:00,40000,중곡동,서울 광진구 중곡동 276-4 보행로,보도,미견인
2022-05-01 08:14:00,40000,구의동,강변역 4번 출구,주차금지(황색점선)구역,미견인
2022-05-01 08:49:00,40000,구의동,서울특별시 광진구 아차산로 431,교통소통장애,미견인
2022-05-01 08:51:00,40000,구의동,서울 광진구 구의동 244-4,주차금지(황색점선)구역,미견인
2022-05-01 10:01:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-05-01 10:02:00,40000,구의동,서울 광진구 구의동 603,도로 모퉁이,견인처리
2022-05-01 10:23:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-05-01 10:50:00,40000,자양동,서울 광진구 자양동 738,교통소통장애,미견인
2022-05-01 11:01:00,40000,중곡동,서울 광진구 중곡동 298-1,교통소통장애,미견인
2022-05-01 11:17:00,40000,광장동,서울 광진구 광장동 381-49,교통소통장애,미견인
2022-05-01 11:18:00,40000,광장동,서울 광진구 광장동 381-49,교통소통장애,미견인
2022-05-01 11:19:00,40000,광장동,서울 광진구 광장동 381-49,안전지대,미견인
2022-05-01 11:23:00,40000,군자동,서울 광진구 군자동 226,교통소통장애,미견인
2022-05-01 11:24:00,40000,군자동,서울특별시 광진구 능동로 209,보도,미견인
2022-05-01 11:25:00,40000,군자동,서울 광진구 군자동 226,도로 모퉁이,미견인
2022-05-01 11:26:00,40000,군자동,서울 광진구 군자동 226,보도,미견인
2022-05-01 11:28:00,40000,군자동,서울특별시 광진구 능동로 209,보도,미견인
2022-05-01 11:29:00,40000,군자동,서울특별시 광진구 능동로 209,보도,미견인
2022-05-01 11:30:00,40000,군자동,서울특별시 광진구 능동로 209,보도,미견인
2022-05-01 11:45:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-05-01 12:03:00,40000,군자동,서울 광진구 군자동 362-11,교통소통장애,미견인
2022-05-01 12:20:00,40000,구의동,리젠트오피스텔건너편,주차금지(황색점선)구역,미견인
2022-05-01 13:34:00,40000,자양동,609-1,보도,미견인
2022-05-01 13:57:00,40000,광장동,서울 광진구 광장동 383-16,교통소통장애,미견인
2022-05-01 13:58:00,40000,광장동,서울 광진구 광장동 383-16,교통소통장애,미견인
2022-05-01 13:58:00,40000,광장동,서울 광진구 광장동 383-16,교통소통장애,미견인
