단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-04-01 00:29:00,40000,화양동,서울특별시 광진구 능동로 172,주정차금지(황색실선)구역,미견인
2022-04-01 02:20:00,40000,자양동,서울특별시 광진구 뚝섬로 631,횡단보도,미견인
2022-04-01 07:02:00,40000,능동,어린이대공원 정문,주차금지(황색점선)구역,미견인
2022-04-01 07:06:00,50000,구의동,현대2단지아파트 앞,주차금지(황색점선)구역,미견인
2022-04-01 07:22:00,40000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2022-04-01 07:37:00,40000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2022-04-01 07:42:00,50000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2022-04-01 07:52:00,40000,화양동,건대입구 3번 출구 앞,주차금지(황색점선)구역,미견인
2022-04-01 08:09:00,40000,군자동,서울 광진구 구의동 236-21,보도,미견인
2022-04-01 08:18:00,50000,능동,어린이대공원 정문,주차금지(황색점선)구역,미견인
2022-04-01 08:24:00,40000,구의동,서울 광진구 구의동 113,교통소통장애,견인처리
2022-04-01 08:26:00,40000,구의동,서울 광진구 구의동 114,교통소통장애,견인처리
2022-04-01 08:26:00,40000,자양동,서울 광진구 자양동 663-46,교통소통장애,미견인
2022-04-01 08:31:00,40000,중곡동,태양주유소 앞,주차금지(황색점선)구역,미견인
2022-04-01 08:32:00,40000,중곡동,중곡지구대 앞,주차금지(황색점선)구역,미견인
2022-04-01 08:35:00,40000,중곡동,서울 광진구 중곡동 316-3,교통소통장애,미견인
2022-04-01 08:36:00,40000,중곡동,서울 광진구 중곡동 316-3,교통소통장애,미견인
2022-04-01 08:37:00,120000,중곡동,서울 광진구 중곡동 18-147,교통소통장애,미견인
2022-04-01 08:38:00,40000,중곡동,서울 광진구 중곡동 316-3,도로 모퉁이,미견인
2022-04-01 08:38:00,120000,중곡동,서울 광진구 중곡동 316-3,도로 모퉁이,미견인
2022-04-01 08:46:00,40000,구의동,현대2단지아파트 앞,주차금지(황색점선)구역,미견인
2022-04-01 08:55:00,40000,구의동,서울특별시 광진구 강변역로 2,도로 모퉁이,미견인
2022-04-01 09:07:00,40000,군자동,서울 광진구 군자동 47-2,도로 모퉁이,미견인
2022-04-01 09:15:00,40000,능동,서울 광진구 능동 234-40,도로 모퉁이,미견인
2022-04-01 09:40:00,120000,중곡동,신성그랜드타워 앞,보도,미견인
2022-04-01 09:45:00,40000,군자동,광진광장,주정차금지(황색실선)구역,미견인
2022-04-01 10:00:00,40000,중곡동,서울 광진구 중곡동 668,교통소통장애,견인처리
